0000.000000		2.9790289734e-06 	2.2803263332e-06 	1.5168327995e-06 	7.4001040954e-07 	5.5868566897e-06 	-2.4605552743e-07 	-5.3358463293e-06 	-7.2752046222e-06 	-8.1835874980e-06 	-7.5086748658e-06 	-4.8664514583e-06 	-3.1440490681e-06 	4.2734317730e-06 	4.5908914954e-06 	3.5748245351e-06 	2.5727975376e-06 	5.9556410292e-06 	5.9289307888e-06 	5.1067889367e-06 	1.7900189785e-06 	-5.7726281540e-06 	-1.1439851791e-05 	-1.3132461983e-05 	-1.0834081851e-05 	-7.7800513741e-06 	-5.8795749327e-06 	-4.0618448979e-06 	-2.5906295684e-06 	4.0162722826e-06 	3.1082964066e-06 	8.4952441869e-07 	-2.3747637162e-06 	-6.4404504188e-06 	-8.9494105593e-06 	-9.5862103205e-06 	-8.7372228239e-06 	-6.6865330155e-06 	-4.9283573929e-06 	-3.8348213857e-06 	-3.0072848440e-06 	2.4871795380e-06 	1.8441284178e-06 	6.4623813446e-07 	-9.9641674850e-07 	-2.6148811151e-06 	-4.2835867961e-06 	-4.8852990868e-06 	-4.5080657520e-06 	-4.1362121392e-06 	-3.4850281557e-06 	-2.9345805602e-06 	-2.5387357693e-06 	2.4084898903e-06 	1.8695757047e-06 	1.0287072480e-06 	-2.6304681115e-08 	-1.2623339638e-06 	-2.2687313398e-06 	-2.8857551039e-06 	-3.0984251362e-06 	-2.9553357068e-06 	-2.6535723223e-06 	-2.3350581755e-06 	-1.9824020939e-06 	
0000.001000		4.5197303425e-06 	3.7672616995e-06 	2.8669055553e-06 	1.9932193069e-06 	5.1096669690e-06 	-1.9548380264e-06 	-7.4369466968e-06 	-9.3880447630e-06 	-1.0122675408e-05 	-8.9500627967e-06 	-6.3426242271e-06 	-3.1594297953e-06 	3.9865505837e-06 	4.5500053696e-06 	3.6388758673e-06 	2.7546410179e-06 	6.3225423062e-06 	5.7836987939e-06 	4.2795633484e-06 	9.7580471661e-08 	-8.2083334947e-06 	-1.3754838896e-05 	-1.5586667583e-05 	-1.2073187848e-05 	-8.0649729186e-06 	-5.7337090461e-06 	-3.5688231030e-06 	-1.9735728429e-06 	5.3149549704e-06 	4.6580428250e-06 	2.9636162541e-06 	1.2707159668e-06 	-9.9051182310e-07 	-3.0150571972e-06 	-4.2437513503e-06 	-5.9248449811e-06 	-5.0640630646e-06 	-3.6119583365e-06 	-2.5621618186e-06 	-1.8142672414e-06 	4.5586600898e-06 	4.2883525642e-06 	3.8479568680e-06 	3.4969028644e-06 	3.2958258468e-06 	2.4302259403e-06 	7.5769815989e-07 	-9.1790900770e-07 	-1.5806919205e-06 	-1.5123702775e-06 	-1.2462371296e-06 	-1.0303783411e-06 	4.4198787718e-06 	4.1998641081e-06 	3.8639654508e-06 	3.4673073413e-06 	3.0033277694e-06 	2.2552699658e-06 	1.1893634656e-06 	-2.3216312455e-08 	-5.1165589771e-07 	-6.1420679468e-07 	-6.2881575680e-07 	-4.5373677806e-07 	
0000.002000		5.7458917907e-06 	4.9489595515e-06 	3.9414445586e-06 	3.0002403756e-06 	4.6306446822e-06 	-3.3746928576e-06 	-9.0971302927e-06 	-1.1016384898e-05 	-1.1579008996e-05 	-9.9916342565e-06 	-7.4819486208e-06 	-3.0992253288e-06 	3.6784417034e-06 	4.4396431452e-06 	3.6295053665e-06 	2.8578088729e-06 	6.5625975998e-06 	5.6042223224e-06 	3.5505764881e-06 	-1.2762995923e-06 	-1.0020734449e-05 	-1.5216240878e-05 	-1.7192030032e-05 	-1.2761505417e-05 	-8.0655027242e-06 	-5.4420578187e-06 	-3.0493572232e-06 	-1.3995961751e-06 	6.3694714201e-06 	5.9617067107e-06 	4.8470777250e-06 	4.6118090412e-06 	4.1665015090e-06 	2.7221842704e-06 	9.6950130361e-07 	-3.1373797692e-06 	-3.4687643065e-06 	-2.3662306095e-06 	-1.3995081099e-06 	-7.4960294437e-07 	6.2652744622e-06 	6.3314755903e-06 	6.5678536199e-06 	7.3442649338e-06 	8.3871095490e-06 	8.2541314718e-06 	5.6682639243e-06 	2.2043078607e-06 	6.5532881807e-07 	2.1248261642e-07 	2.2244336721e-07 	2.7536820801e-07 	6.0619446186e-06 	6.1222252601e-06 	6.2274525132e-06 	6.4025938082e-06 	6.6094599603e-06 	6.0876012462e-06 	4.6450010299e-06 	2.5926174590e-06 	1.5762425644e-06 	1.1301821652e-06 	8.3090403344e-07 	8.4772244524e-07 	
0000.003000		9.7757439548e-06 	8.5480883156e-06 	7.0001458213e-06 	5.7881807429e-06 	3.7832429594e-06 	-6.7354387226e-06 	-1.3233594253e-05 	-1.5114171459e-05 	-1.5240610973e-05 	-1.2463453039e-05 	-1.0495124222e-05 	-2.6025619207e-06 	2.9053462625e-06 	4.1165831874e-06 	3.5076419263e-06 	3.0134006814e-06 	8.7261723330e-06 	6.9722949794e-06 	3.9671579174e-06 	-1.1553791788e-06 	-9.8408696166e-06 	-1.2313007235e-05 	-1.7445790243e-05 	-1.2185500650e-05 	-6.3806693625e-06 	-3.4265006476e-06 	-8.2767658623e-07 	5.9672111241e-07 	1.1333654921e-05 	1.2588149789e-05 	1.5567433864e-05 	2.3048882733e-05 	3.3684689458e-05 	3.6126227039e-05 	3.0837019913e-05 	1.1219250462e-05 	3.7510854465e-06 	2.6082316035e-06 	2.8456280691e-06 	2.8900732980e-06 	1.2794392769e-05 	1.4412793412e-05 	1.7540138517e-05 	2.2473435709e-05 	2.8256458184e-05 	3.1049225505e-05 	2.4447652153e-05 	1.3372365062e-05 	8.4808618641e-06 	6.0853486123e-06 	5.0840586223e-06 	4.4966572587e-06 	1.1911345333e-05 	1.3065626043e-05 	1.4794924324e-05 	1.6958312481e-05 	1.9440694680e-05 	1.9403450855e-05 	1.6311844211e-05 	1.1147300376e-05 	8.3502065260e-06 	6.7287818306e-06 	5.4517581862e-06 	4.8741593981e-06 	
0000.004000		1.3954650504e-05 	1.2244940702e-05 	1.0094898045e-05 	8.5481742934e-06 	3.2169594097e-06 	-9.9281496756e-06 	-1.7298728810e-05 	-1.9194334309e-05 	-1.8939150084e-05 	-1.5040441655e-05 	-1.3478716139e-05 	-2.2709903074e-06 	2.3365049809e-06 	3.9897052314e-06 	3.5275055833e-06 	3.2583656380e-06 	1.1247149271e-05 	8.7201697718e-06 	4.7462091334e-06 	-8.0633353489e-07 	-9.8549006780e-06 	-1.0073317543e-05 	-1.8281632433e-05 	-1.2187511289e-05 	-5.2243808425e-06 	-1.8622250523e-06 	1.0321269012e-06 	2.3392094677e-06 	1.6619370022e-05 	1.9593525710e-05 	2.6814563482e-05 	4.2072673770e-05 	6.2800646545e-05 	6.6794820687e-05 	5.7323571702e-05 	2.3467377643e-05 	9.9014522357e-06 	6.9027163883e-06 	6.5677896420e-06 	6.1230209559e-06 	1.9523460421e-05 	2.2704544400e-05 	2.8706130999e-05 	3.7581632335e-05 	4.7562320538e-05 	5.2284028721e-05 	4.1448608769e-05 	2.3384110258e-05 	1.5471079713e-05 	1.1348846281e-05 	9.4649828335e-06 	8.3180977922e-06 	1.7909132466e-05 	2.0134787691e-05 	2.3427198625e-05 	2.7442998223e-05 	3.1922371304e-05 	3.2053704533e-05 	2.7189223784e-05 	1.9009144461e-05 	1.4541497380e-05 	1.1844592107e-05 	9.6767833267e-06 	8.5743488746e-06 	
0000.005000		2.0683536966e-05 	1.8090500129e-05 	1.4918419992e-05 	1.2864658532e-05 	2.3780752435e-06 	-1.4683106688e-05 	-2.3385070720e-05 	-2.5280209997e-05 	-2.4400499334e-05 	-1.8654822250e-05 	-1.8063257142e-05 	-1.3553318419e-06 	1.2933822527e-06 	3.5800756098e-06 	3.3501787409e-06 	3.4631917830e-06 	1.5813394511e-05 	1.2341904424e-05 	7.3120179407e-06 	2.3652850518e-06 	-5.8780373066e-06 	-1.0580393621e-06 	-1.6027525196e-05 	-9.8397518041e-06 	-1.6936019752e-06 	1.8810357412e-06 	4.8404659475e-06 	5.5904238541e-06 	2.5828982895e-05 	3.2060343471e-05 	4.7391261822e-05 	7.6888097553e-05 	1.1722258251e-04 	1.2663690582e-04 	1.1066176391e-04 	4.9122063850e-05 	2.2492850469e-05 	1.5318755012e-05 	1.3583051239e-05 	1.2029209805e-05 	3.0874747164e-05 	3.6841548123e-05 	4.7892259945e-05 	6.3546417455e-05 	8.1064303364e-05 	9.0148757315e-05 	7.2427261929e-05 	4.1609632880e-05 	2.8208910992e-05 	2.0850908060e-05 	1.7274595078e-05 	1.5055948632e-05 	2.7858056431e-05 	3.1947485473e-05 	3.7936664437e-05 	4.5146190428e-05 	5.3163959313e-05 	5.3772341784e-05 	4.5996387222e-05 	3.2675092592e-05 	2.5347962494e-05 	2.0756393151e-05 	1.7008002901e-05 	1.4922969616e-05 	
0000.006000		2.5094722000e-05 	2.1849678381e-05 	1.7963304734e-05 	1.5573371675e-05 	1.7718924669e-06 	-1.7695778555e-05 	-2.7105481510e-05 	-2.8903288220e-05 	-2.7550350349e-05 	-2.0598354131e-05 	-2.0832101525e-05 	-5.8739403133e-07 	5.2066145617e-07 	3.1903510904e-06 	3.1182982469e-06 	3.4936416692e-06 	1.9021043147e-05 	1.5001744454e-05 	9.3953894299e-06 	5.3115075242e-06 	-1.8056820838e-06 	6.9179455082e-06 	-1.2951359553e-05 	-7.2550009186e-06 	1.2563100438e-06 	4.7492836537e-06 	7.5638255306e-06 	7.8179050953e-06 	3.2308765571e-05 	4.1038094324e-05 	6.2694109508e-05 	1.0292931867e-04 	1.5688901742e-04 	1.6795222567e-04 	1.4682183051e-04 	6.6580158834e-05 	3.1157717136e-05 	2.1074262217e-05 	1.8318560505e-05 	1.5973162673e-05 	3.8663259730e-05 	4.6659288078e-05 	6.1340886326e-05 	8.1602832351e-05 	1.0400659543e-04 	1.1545607392e-04 	9.2824337981e-05 	5.3552658943e-05 	3.6586438878e-05 	2.7108362801e-05 	2.2407231567e-05 	1.9473173961e-05 	3.4558791065e-05 	3.9952755908e-05 	4.7796849062e-05 	5.7140535377e-05 	6.7430855163e-05 	6.8151881103e-05 	5.8303658123e-05 	4.1557597131e-05 	3.2378166698e-05 	2.6557315001e-05 	2.1780490839e-05 	1.9042982969e-05 	
0000.007000		3.4585454717e-05 	2.9776310857e-05 	2.4250675195e-05 	2.1158126252e-05 	8.0134259170e-07 	-2.3144851487e-05 	-3.3866623302e-05 	-3.5379051506e-05 	-3.3010787208e-05 	-2.3434427348e-05 	-2.6242468453e-05 	1.8589760605e-06 	-1.2876705535e-06 	2.0469307385e-06 	2.2707105371e-06 	3.2183478010e-06 	2.6963999957e-05 	2.2455429879e-05 	1.6810840227e-05 	1.7990407660e-05 	1.8400761288e-05 	4.0700705733e-05 	4.8866546558e-06 	4.6822469240e-06 	1.1468520960e-05 	1.3509717443e-05 	1.4988917371e-05 	1.3387374385e-05 	4.7389785528e-05 	6.2215182649e-05 	9.9399502170e-05 	1.6520006851e-04 	2.5659214476e-04 	2.8108912127e-04 	2.4923495599e-04 	1.1592818440e-04 	5.4693020230e-05 	3.6048839503e-05 	3.0185792643e-05 	2.5558483910e-05 	5.6129218470e-05 	6.8813025006e-05 	9.1739053095e-05 	1.2232885489e-04 	1.5654452860e-04 	1.7583416131e-04 	1.4267634599e-04 	8.2475724382e-05 	5.6827762860e-05 	4.2095253855e-05 	3.4555300993e-05 	2.9814830254e-05 	4.9371997711e-05 	5.7740238180e-05 	6.9783568008e-05 	8.3985481040e-05 	9.9678117805e-05 	1.0110333487e-04 	8.6768010939e-05 	6.2160912726e-05 	4.8713254550e-05 	3.9996526824e-05 	3.2784794230e-05 	2.8430662252e-05 	
0000.008000		4.3620384118e-05 	3.7361462103e-05 	3.0294084528e-05 	2.6510191904e-05 	-3.3263222237e-07 	-2.8888270469e-05 	-4.0787104460e-05 	-4.1870359766e-05 	-3.8355956384e-05 	-2.6152273883e-05 	-3.1576310190e-05 	4.1644001768e-06 	-3.0783333420e-06 	9.6300699272e-07 	1.4990839650e-06 	3.0109389707e-06 	3.4402668520e-05 	2.9283044114e-05 	2.3340877278e-05 	2.9237077253e-05 	3.6881504546e-05 	7.2773997439e-05 	2.2452361834e-05 	1.6318969760e-05 	2.1061299962e-05 	2.1634592745e-05 	2.1839086825e-05 	1.8557211403e-05 	6.1717186233e-05 	8.2428907352e-05 	1.3476692863e-04 	2.2505482135e-04 	3.4898876849e-04 	3.8071959258e-04 	3.3740197847e-04 	1.5802874164e-04 	7.5325609382e-05 	4.9404692379e-05 	4.0852577150e-05 	3.4248222719e-05 	7.2648871512e-05 	8.9761695279e-05 	1.2041707798e-04 	1.6022073881e-04 	2.0422251254e-04 	2.2861137666e-04 	1.8540198730e-04 	1.0749424072e-04 	7.4572143210e-05 	5.5417549165e-05 	4.5461951108e-05 	3.9170914907e-05 	6.3358763216e-05 	7.4482502745e-05 	9.0365212569e-05 	1.0887751990e-04 	1.2909467921e-04 	1.3063713333e-04 	1.1203100422e-04 	8.0463526008e-05 	6.3294162893e-05 	5.2071890272e-05 	4.2746545942e-05 	3.6997657755e-05 	
0000.009000		5.9549255379e-05 	5.1712055881e-05 	4.2542152957e-05 	3.7825697204e-05 	-5.2817810991e-06 	-4.2152906287e-05 	-5.5593585348e-05 	-5.5516984998e-05 	-4.9494803342e-05 	-3.1925781739e-05 	-4.2556232682e-05 	8.8746058386e-06 	-7.8846983930e-06 	-2.1985433772e-06 	-5.6862478950e-07 	2.4143304324e-06 	4.3241940836e-05 	3.5941527301e-05 	2.8332218246e-05 	4.1424021994e-05 	6.4252611669e-05 	1.2595312311e-04 	5.1721378453e-05 	3.6986791370e-05 	3.9273733278e-05 	3.7577327556e-05 	3.5702023879e-05 	2.9320810589e-05 	8.2992140355e-05 	1.1248310712e-04 	1.8767522697e-04 	3.1673033098e-04 	4.9409675806e-04 	5.4434213891e-04 	4.8814584513e-04 	2.3757047462e-04 	1.1599928764e-04 	7.6328559262e-05 	6.2683845615e-05 	5.2275255356e-05 	9.9656994265e-05 	1.2372890566e-04 	1.6689836664e-04 	2.2288670190e-04 	2.8453971018e-04 	3.2027952457e-04 	2.6318043406e-04 	1.5645583827e-04 	1.1044240935e-04 	8.2810189993e-05 	6.8123876272e-05 	5.8762015849e-05 	8.7119563257e-05 	1.0290727654e-04 	1.2556136676e-04 	1.5216467948e-04 	1.8155814247e-04 	1.8545131168e-04 	1.6104587923e-04 	1.1780246311e-04 	9.3511145274e-05 	7.7292473231e-05 	6.3690769116e-05 	5.5151300826e-05 	
